cas,smiles
1152-61-0,O=C(O)CC(NC(=O)OCC=1C=CC=CC1)C(=O)O
1184-54-9,CO.CO.[Cu]
1184-55-0,C[O-].C[O-].[Zn+2]
1187-42-4,N#CC(N)=C(C#N)N
1189-71-5,O=C=NS(=O)(=O)Cl
1191-15-7,CC(C)C[AlH]CC(C)C
1191-47-5,CCC[CH2-].CCC[CH2-].[Mg+2]
1191-62-4,SCCCCCCCCS
1191-99-7,O1C=CCC1
1193-62-0,COC(=O)C1=CC=CN1
1193-82-4,O=S(C=1C=CC=CC1)C
1194-02-1,N#CC1=CC=C(F)C=C1
1196-69-6,C1=CC2=C(C=CN2)C=C1C=O
1196-70-9,C1=CC(=CC2=C1C=CN2)C=O
1197-55-3,O=C(O)CC1=CC=C(N)C=C1
1201-31-6,O=C(O)C1=CC(F)=C(F)C(F)=C1F
1202-04-6,O=C(OC)C1=CC=2C=CC=CC2N1
1203-68-5,O=CC=1C=CC=CC1C=2C=CC=CC2
1212-29-9,S=C(NC1CCCCC1)NC2CCCCC2
1271-19-8,[Cl-][Ti+4]12345678([Cl-])([CH]=9[CH]4=[CH]3[CH-]2[CH]91)[CH]=%10[CH]8=[CH]7[CH-]6[CH]%105
1295-35-8,C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]
1303-50-0,Cl[Au-](Cl)(Cl)Cl.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H+]
1309-48-4,O=[Mg]
1310-58-3,[OH-].[K+]
1310-66-3,[Li+].O.[OH-]
1310-73-2,[OH-].[Na+]
1313-13-9,O=[Mn]=O
1313-30-0,[Na+].O=[Mo+4]1234[O-2][Mo+4]567(=O)[O-2][Mo+4]89(=O)([O-2]1)[O-2][Mo+4]%10%11%12(=O)[O-2][Mo+4]%13%14(=O)([O-2]2)[O-2][Mo+4]%15%16(=O)([O-2]3)[O-2][Mo+4]%17%18(=O)([O-2]5)[O-2][Mo+4]%19%20(=O)([O-2]6)[O-2][Mo+4]%21(=O)([O-2]8)([O-2]%10)[O-2][Mo+4]%22%23(=O)([O-2]%19)[O-2][Mo+4]%24(=O)([O-2]%15)([O-2]%17)[O-2][Mo+4](=O)([O-2]%13)([O-2]%11)([O-2]%22)[O-]%14%12P(=O479)([O-]%16%18%24)[O-]%20%21%23
1313-82-2,[Na+].[Na+].[SH-]
1314-56-3,
1314-80-3,[P].[S]
1317-38-0,[O-2].[Cu+2]
1317-39-1,O=[Cu].[Cu]
1321-74-0,
1330-20-7,
1336-21-6,O[NH4]
1343-88-0,
1344-28-1,
1344-43-0,O=[Mn]
1443-80-7,N#CC1=CC=C(C=C1)C(=O)C
1444-94-6,O=C1NC(=O)C2CCCCC12
1449-46-3,[Br-].C=1C=CC(=CC1)C[P+](C=2C=CC=CC2)(C=3C=CC=CC3)C=4C=CC=CC4
1458-98-6,BrCC(=C)C
1468-83-3,O=C(C1=CSC=C1)C
1483-72-3,[Cl-].[I+](C=1C=CC=CC1)C=2C=CC=CC2
1485-07-0,OCCC=1C=CC=2C=CC=CC2C1
1485-70-7,O=C(NCC=1C=CC=CC1)C=2C=CC=CC2
1489-69-6,O=CC1CC1
1490-25-1,O=C(Cl)CCC(=O)OC
1493-13-6,O=S(=O)(O)C(F)(F)F
1493-27-2,O=N(=O)C=1C=CC=CC1F
1499-10-1,C=1C=CC(=CC1)C=2C=3C=CC=CC3C(C=4C=CC=CC4)=C5C=CC=CC52
1499-21-4,O=P(Cl)(C=1C=CC=CC1)C=2C=CC=CC2
1499-55-4,O=C(O)C(N)CCC(=O)OC
1501-05-9,O=C(O)CCCC(=O)C=1C=CC=CC1
1504-06-9,O=C1NC=2C=CC=CC2C1C
1513-65-1,FC=1N=C(F)C=CC1
1517-63-1,OC(C=1C=CC=CC1)C2=CC=C(C=C2)C
1527-89-5,N#CC1=CC=CC(OC)=C1
1530-32-1,[Br-].C=1C=CC(=CC1)[P+](C=2C=CC=CC2)(C=3C=CC=CC3)CC
1532-84-9,N=1C=CC=2C=CC=CC2C1N
1538-75-6,O=C(OC(=O)C(C)(C)C)C(C)(C)C
1556-34-9,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)CBr
1560-54-9,[Br-].C=CC[P+](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
1564-64-3,BrC=1C=2C=CC=CC2C=C3C=CC=CC31
1568-70-3,COC1=CC(=C(C=C1)O)[N+](=O)[O-]
1569-69-3,SC1CCCCC1
1571-08-0,O=CC1=CC=C(C=C1)C(=O)OC
1575-37-7,BrC1=CC=C(N)C(N)=C1
1582-24-7,B(C1=C(C(=C(C(=C1F)F)F)F)F)(O)O
1597-32-6,C1=CC(=NC(=C1)F)N
1603-40-3,N=1C=CC=C(C1N)C
1603-41-4,N=1C=C(C=CC1N)C
1603-79-8,O=C(OCC)C(=O)C=1C=CC=CC1
1633-05-2,C(=O)([O-])[O-].[Sr+2]
1634-04-4,O(C)C(C)(C)C
1643-19-2,[Br-].CCCC[N+](CCCC)(CCCC)CCCC
1646-26-0,O=C(C=1OC=2C=CC=CC2C1)C
1655-07-8,O=C(OCC)C1C(=O)CCCC1
1658-42-0,O=C(OC)CC1=NC=CC=C1
1660-04-4,O=C(C)C12CC3CC(CC(C3)C1)C2
1663-39-4,O=C(OC(C)(C)C)C=C
1663-45-2,C=1C=CC(=CC1)P(C=2C=CC=CC2)CCP(C=3C=CC=CC3)C=4C=CC=CC4
1666-13-3,[Se]([Se]C=1C=CC=CC1)C=2C=CC=CC2
1670-46-8,O=C(C)C1C(=O)CCC1
1670-87-7,O=C(N)C=1C=CC=2NC=CC2C1
1679-18-1,ClC1=CC=C(C=C1)B(O)O
1687-53-2,OC1=CC(N)=CC=C1OC
1693-74-9,O1CCCC1
1694-31-1,O=C(OC(C)(C)C)CC(=O)C
1694-92-4,O=N(=O)C=1C=CC=CC1S(=O)(=O)Cl
1701-93-5,C(#N)[S-].[Ag+]
1702-42-7,[I-].CCCC[P+](C)(CCCC)CCCC
1707-03-5,O=P(O)(C=1C=CC=CC1)C=2C=CC=CC2
1712-70-5,ClC1=CC=C(C=C1)C(=C)C
1732-66-7,CC1=CC(=C(C(=C1)C)PC2=C(C=C(C=C2C)C)C)C
1745-81-9,OC=1C=CC=CC1CC=C
1747-60-0,N1=C(SC=2C=C(OC)C=CC12)N
1761-61-1,O=CC1=CC(Br)=CC=C1O
1761-62-2,O=CC1=CC(I)=CC=C1O
1762-95-4,N#CS.N
1772-03-8,Cl.O=CC(N)C(O)C(O)C(O)CO
1774-47-6,[I-].O=[S+](C)(C)C
1778-09-2,O=C(C1=CC=C(SC)C=C1)C
1779-49-3,[Br-].C=1C=CC(=CC1)[P+](C=2C=CC=CC2)(C=3C=CC=CC3)C
1783-96-6,O=C(O)CC(N)C(=O)O
1791-13-5,CC(C)(C)OC(=O)CC(C(=O)OC(C)(C)C)N.Cl
1792-81-0,OC1CCCCC1O
1798-09-0,O=C(O)CC=1C=CC=C(OC)C1
1806-29-7,OC=1C=CC=CC1C=2C=CC=CC2O
1824-81-3,N=1C(N)=CC=CC1C
1824-94-8,OCC1OC(OC)C(O)C(O)C1O
1825-00-9,OC1COC(OC)C(O)C1O
1825-61-2,O(C)[Si](C)(C)C
1830-54-2,O=C(OC)CC(=O)CC(=O)OC
1863-63-4,O=C(O)C=1C=CC=CC1.N
1885-38-7,N#CC=CC=1C=CC=CC1
1895-39-2,C(=O)(C(F)(F)Cl)[O-].[Na+]
1912-43-2,O=C(O)CC=1C=2C=CC=CC2NC1C
1918-77-0,O=C(O)CC=1SC=CC1
1923-70-2,O=Cl(=O)(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC
1945-84-2,C#CC1=NC=CC=C1
2026-48-4,OCC(N)C(C)C
2031-62-1,O(CC)[SiH](OCC)C
2032-34-0,N#CCC(OCC)OCC
2032-35-1,BrCC(OCC)OCC
2033-24-1,O=C1OC(OC(=O)C1)(C)C
2037-26-5,C=1C=CC(=CC1)C
2039-82-9,BrC1=CC=C(C=C)C=C1
2039-88-5,BrC=1C=CC=CC1C=C
2039-96-5,C[Si](C)(C)CCCS(=O)(=O)[O-].[Na+]
2040-05-3,O=C(C=1C(Cl)=CC=CC1Cl)C
2043-61-0,O=CC1CCCCC1
2050-43-3,O=C(NC1=CC=C(C=C1C)C)C
2051-95-8,O=C(O)CCC(=O)C=1C=CC=CC1
2058-74-4,O=C1C(=O)N(C=2C=CC=CC12)C
2113-51-1,IC=1C=CC=CC1C=2C=CC=CC2
2116-84-9,O([Si](O[Si](C)(C)C)(O[Si](C)(C)C)C=1C=CC=CC1)[Si](C)(C)C
2124-31-4,O=C(C1=CC=C(C=C1)N(C)C)C
2127-03-9,N=1C=CC=CC1SSC2=NC=CC=C2
2129-31-9,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=C(C=C3)C(=O)O
2133-40-6,Cl.O=C(OC)C1NCCC1
2142-70-3,CC(=O)C1=CC=CC=C1I
2158-14-7,[N-]=[N+]=NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C
2170-06-1,C[Si](C)(C)C#CC1=CC=CC=C1
2175-91-9,CC(=C1C=CC=C1)C
2182-55-0,O(C=C)C1CCCCC1
2198-53-0,O=C(NC=1C(=CC=CC1C)C)C
2198-54-1,O=C(NC1=CC=C(C(=C1)C)C)C
2206-27-1,O=S(C)C
2208-07-3,Cl.N=C(OCC)C
2213-63-0,ClC=1N=C2C=CC=CC2=NC1Cl
2216-69-5,O(C1=CC=CC=2C=CC=CC12)C
2232-12-4,O=C1N(I)C(=O)C(N1I)(C)C
2343-89-7,O=C(OC)C(F)=C
2359-09-3,O=C(O)C=1C=C(C=C(C1)C(C)(C)C)C(=O)O
2373-98-0,OC=1C=C(C=CC1N)C2=CC=C(N)C(O)=C2
2388-07-0,[Li+].CC[O-]
2389-45-9,O=C(OCC=1C=CC=CC1)NCCCCC(NC(=O)OC(C)(C)C)C(=O)O
2399-48-6,O=C(OCC1OCCC1)C=C
2402-78-0,ClC=1N=C(Cl)C=CC1
2414-98-4,CC[O-].CC[O-].[Mg+2]
2416-94-6,OC=1C(=CC=C(C1C)C)C
2420-87-3,O=C1OC(=O)C2=CC(=CC=C12)C=3C=CC=4C(=O)OC(=O)C4C3
2439-85-2,O=C1C=2C=CC=CC2C(=O)N1Br
2446-83-5,O=C(N=NC(=O)OC(C)C)OC(C)C
2455-24-5,O=C(OCC1OCCC1)C(=C)C
2460-59-5,O=CC=1C=C(C=C(C1O)N(=O)=O)N(=O)=O
2462-32-0,Cl.O=C(OCC=1C=CC=CC1)C(N)CC=2C=CC=CC2
2471-70-7,O=C(O)C1=CC=C2C=C(OC)C=CC2=C1
2488-01-9,C=1C=C(C=CC1[SiH](C)C)[SiH](C)C
2488-15-5,O=C(OC(C)(C)C)NC(C(=O)O)CCSC
2491-20-5,Cl.O=C(OC)C(N)C
2493-02-9,O=C=NC1=CC=C(Br)C=C1
2550-26-7,O=C(C)CCC=1C=CC=CC1
2551-83-9,O(C)[Si](OC)(OC)CC=C
2556-53-8,C[O-].C[O-].[Ca+2]
2564-83-2,
2566-22-5,O=C(O)C(NC(=O)C=1C=CC=CC1)CC=2C=CC=CC2
2586-62-1,BrC=1C=2C=CC=CC2C=CC1C
2589-57-3,O=C(OC)C(N=NC(C(=O)OC)(C)C)(C)C
2592-95-2,ON1N=NC=2C=CC=CC21
2605-67-6,O=C(OC)C=P(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
2622-14-2,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3
2627-86-3,NC(C=1C=CC=CC1)C
2687-12-9,ClCC=CC=1C=CC=CC1
2687-43-6,Cl.O(N)CC=1C=CC=CC1
2700-22-3,N#CC(C#N)=CC=1C=CC=CC1
2712-78-9,O=C(OI(OC(=O)C(F)(F)F)C=1C=CC=CC1)C(F)(F)F
2731-06-8,NCCC=1C=2C=CC=CC2NC1C
2748-02-9,CC(C)CC(C(=O)OC(C)(C)C)N.Cl
2749-11-3,OCC(N)C
2783-17-7,NCCCCCCCCCCCCN
2835-06-5,O=C(O)C(N)C=1C=CC=CC1
2835-77-0,O=C(C=1C=CC=CC1)C=2C=CC=CC2N
2845-89-8,ClC1=CC=CC(OC)=C1
2857-97-8,Br[Si](C)(C)C
2885-00-9,SCCCCCCCCCCCCCCCCCC
2886-59-1,O(C1=CCC=CC1)C
2899-29-8,OCC(N)CC1=CNC=2C=CC=CC21
2899-37-8,OCC(N)CCSC
2900-27-8,CC(C)(C)OC(=O)NC(C1=CC=CC=C1)C(=O)O
2905-82-0,COC1=CC(=C(C=C1)O)C(=O)OC
2923-16-2,C(=O)(C(F)(F)F)[O-].[K+]
2923-18-4,C(=O)(C(F)(F)F)[O-].[Na+]
2923-28-6,C(F)(F)(F)S(=O)(=O)[O-].[Ag+]
2935-35-5,O=C(O)C(N)C=1C=CC=CC1
2937-50-0,O=C(Cl)OCC=C
2950-43-8,O=S(=O)(O)ON
2966-50-9,C(=O)(C(F)(F)F)[O-].[Ag+]
2996-92-1,O(C)[Si](OC)(OC)C=1C=CC=CC1
3027-38-1,O=C1OC(=O)C2=CC(=CC3=CC=CC1=C32)N(=O)=O
3033-62-3,O(CCN(C)C)CCN(C)C
3047-32-3,OCC1(COC1)CC
3058-39-7,N#CC1=CC=C(I)C=C1
3082-62-0,NC(C=1C=CC=2C=CC=CC2C1)C
3109-63-5,[F-][P+5]([F-])([F-])([F-])([F-])[F-].CCCC[N+](CCCC)(CCCC)CCCC
3112-85-4,O=S(=O)(C=1C=CC=CC1)C
3121-61-7,O=C(OCCOC)C=C
3132-64-7,BrCC1OC1
3132-99-8,O=CC=1C=CC=C(Br)C1
3144-09-0,O=S(=O)(N)C
3144-16-9,O=C1CC2CCC1(CS(=O)(=O)O)C2(C)C
3150-24-1,O=N(=O)C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1
3153-36-4,O=C(OCC)CCCCl
3153-37-5,O=C(OC)CCCCl
3162-29-6,O=C(C1=CC=C2OCOC2=C1)C
3195-78-6,O=C(N(C=C)C)C
3209-13-0,OC=1C=C(OC)C=C(C1)C
3240-34-4,O=C(OI(OC(=O)C)C=1C=CC=CC1)C
3264-82-2,O1=C([CH-]C(=O[Ni+2]12O=C([CH-]C(=O2)C)C)C)C
3279-76-3,O=C1C=CC=C(N1)C
3282-30-2,O=C(Cl)C(C)(C)C
3282-99-3,NC1=CC=C(C=C1)C2(C3=CC=C(N)C=C3)CCCCC2
3303-84-2,O=C(OC(C)(C)C)NCCC(=O)O
3328-69-6,C1=CC(=C(C(=C1)C=O)O)C=O
3342-78-7,O=C(O)CC=1C=CC=CC1N
3355-28-0,BrCC#CC
3375-31-3,CC(=O)[O-].CC(=O)[O-].[Pd+2]
3395-91-3,O=C(OC)CCBr
3396-11-0,CC(=O)[O-].[Cs+]
3403-25-6,CC(C)(C)OC(=O)C(CC1=CC=CC=C1)N.Cl
3411-95-8,OC=1C=CC=CC1C2=NC=3C=CC=CC3S2
3414-94-6,S=C1NN=C(N1)C=2C=CC=CC2
3417-91-2,Cl.O=C(OC)C(N)CC1=CC=C(O)C=C1
3420-02-8,CC1=CC2=C(C=C1)C=CN2
3424-93-9,O=C(N)C1=CC=C(OC)C=C1
3457-45-2,CC(=O)C1=CC=C(C=C1)C=O
3458-28-4,O=CC(O)C(O)C(O)C(O)CO
3469-26-9,O(C=1C=CC2=CC=C(OC)C=C2C1)C
3470-98-2,O=C1N(CCC1)CCCC
3473-63-0,O=C(O)C.N=CN
3481-09-2,O=C1C=2C=CC=CC2C(=O)N1Cl
3483-12-3,OC(CS)C(O)CS
3558-24-5,C=1C=CC(=CC1)C2=CC=3C=CC=CC3N2C
3558-69-8,N=1C(=CC=CC1C=2C=CC=CC2)C=3C=CC=CC3
3565-26-2,O=NC=1C=CC(O)=C2N=CC=CC12
3587-60-8,ClCOCC=1C=CC=CC1
3609-53-8,CC(=O)C1=CC=C(C=C1)C(=O)OC
3695-77-0,SC(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
3709-18-0,O=C1OC(OC(=O)C1C)(C)C
3724-10-5,O=C(O)C=1C=CC=CC1SC
3724-65-0,O=C(O)C=CC
3731-51-9,N=1C=CC=CC1CN
3764-01-0,ClC=1N=C(Cl)C=C(Cl)N1
3770-50-1,O=C(OCC)C1=CC=2C=CC=CC2N1
3811-73-2,C1=CC(=S)N(C=C1)[O-].[Na+]
3842-55-5,ClC=1N=C(N=C(N1)C=2C=CC=CC2)C=3C=CC=CC3
3878-44-2,[Se]=P(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
3878-45-3,S=P(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
3886-70-2,NC(C1=CC=CC=2C=CC=CC21)C
3900-89-8,B(C1=CC=CC=C1Cl)(O)O
3945-69-5,[Cl-].N=1C(=NC(=NC1OC)[N+]2(C)CCOCC2)OC
3978-80-1,O=C(OC(C)(C)C)NC(C(=O)O)CC1=CC=C(O)C=C1
3982-91-0,S=P(Cl)(Cl)Cl
4039-32-1,[Li].C[Si](C)(C)N[Si](C)(C)C
4068-75-1,O=C(OC)C1=CC(I)=CC=C1O
4084-38-2,FC=1C=C(F)C(F)=C(C1F)CO
4122-56-9,COC(=O)C1=CC=CC=C1C=O
4132-28-9,OC1OC(COCC=2C=CC=CC2)C(OCC=3C=CC=CC3)C(OCC=4C=CC=CC4)C1OCC=5C=CC=CC5
4144-62-1,O=C(O)CCCCC(=O)C=1C=CC=CC1
4152-09-4,NCCNCC=1C=CC=CC1
4180-23-8,O(C1=CC=C(C=C1)C=CC)C
4187-87-5,C#CC(O)C=1C=CC=CC1
4192-28-3,CC(C(=O)O)N1C(=O)C2=CC=CC=C2C1=O
4206-67-1,IC[Si](C)(C)C
4210-32-6,N#CC1=CC=C(C=C1)C(C)(C)C
4214-73-7,N#CC1=CN=C(N)C=C1
4214-76-0,O=N(=O)C1=CN=C(N)C=C1
4229-44-1,Cl.ONC
4246-51-9,O(CCOCCCN)CCOCCCN
4248-19-5,O=C(OC(C)(C)C)N
4277-29-6,O=CC1CCCCCC1
4363-93-3,O=CC=1C=CN=C2C=CC=CC21
4376-18-5,O=C(O)C=1C=CC=CC1C(=O)OC
4379-54-8,C1=CC=C2C=C3C(=CC2=C1)C(=O)NC3=O
4392-24-9,BrCC=CC=1C=CC=CC1
4419-11-8,N#CC(N=NC(C#N)(C)CC(C)C)(C)CC(C)C
4424-06-0,O=C1C2=CC=C3C4=NC=5C=CC=CC5N4C(=O)C=6C=CC(C7=NC=8C=CC=CC8N17)=C2C63
4433-01-6,C1=CC(=C(N=C1)C2=C(C=CC=N2)C(=O)O)C(=O)O
4437-51-8,O=C(C(=O)CC)CC
4472-41-7,O=CN(C)C
4488-22-6,NC=1C=CC=2C=CC=CC2C1C3=C(N)C=CC=4C=CC=CC43
4530-20-5,O=C(OC(C)(C)C)NCC(=O)O
4532-96-1,N=1C=CN(C1)C(C)C
4541-14-4,OCCCCOCC=1C=CC=CC1
4630-82-4,O=C(OC)C1CCCCC1
4648-54-8,[N-]=[N+]=N[Si](C)(C)C
4667-99-6,Cl[Si](OCC)(OCC)OCC
4670-56-8,O=C(OC)C1=CC=C(C=C1O)C
4702-13-0,O=C(O)CN1C(=O)C=2C=CC=CC2C1=O
4717-96-8,O1CCC(C)CC1
4731-65-1,O(C=1C=CC=CC1P(C=2C=CC=CC2OC)C=3C=CC=CC3OC)C
4792-58-9,O=C(OCC)C1=CC=2C=C(OC)C=CC2N1
4792-67-0,O=C(OCC)C1=CC=2C=C(Cl)C=CC2N1
4885-02-3,ClC(Cl)OC
4891-38-7,COC(=O)C#CC1=CC=CC=C1
4894-61-5,ClCC=CC
4920-77-8,O=N(=O)C=1C(O)=CC=CC1C
4984-82-1,[CH-]1C=CC=C1.[Na+]
4994-16-5,C=1C=CC(=CC1)C2CC=CCC2
5029-67-4,IC1=NC=CC=C1
5057-98-7,OC1CCCC1O
5057-99-8,OC1CCCC1O
5098-14-6,N#CC(C#N)N.O=S(=O)(O)C1=CC=C(C=C1)C
5137-55-3,[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
5153-67-3,O=N(=O)C=CC=1C=CC=CC1
5159-41-1,IC=1C=CC=CC1CO
5162-44-7,BrCCC=C
5192-03-0,NC=1C=CC=2NC=CC2C1
5205-39-0,O=C(Cl)CCCC(=O)OCC
5292-43-3,O=C(OC(C)(C)C)CBr
5324-84-5,CCCCCCCCS(=O)(=O)O.[Na]
5331-43-1,O=C(OCC=1C=CC=CC1)NN
5335-87-5,COC1=CC=C(C=C1)SSC2=CC=C(C=C2)OC
5344-90-1,OCC=1C=CC=CC1N
5348-42-5,ClC=1C=C(N)C(N)=CC1Cl
5380-42-7,O=C(OC)C=1SC=CC1
5382-16-1,OC1CCNCC1
5392-40-5,O=CC=C(C)CCC=C(C)C
5396-89-4,O=C(OCC=1C=CC=CC1)CC(=O)C
5413-05-8,O=C(OCC)C(C=1C=CC=CC1)C(=O)C
5419-55-6,O(B(OC(C)C)OC(C)C)C(C)C
5428-89-7,ClC1=CN=C(N=C1)N
5431-44-7,O=CC=1N=C(C=O)C=CC1
5435-64-3,O=CCC(C)CC(C)(C)C
5436-21-5,O=C(C)CC(OC)OC
5446-02-6,O=C(OC)C1=CC=C(OC)C=C1O
5465-63-4,Cl.BrC=1C=CC=CC1CN
5470-11-1,Cl.ON
5470-96-2,O=CC=1N=C2C=CC=CC2=CC1
5471-63-6,O1C(C=2C=CC=CC2)=C3C=CC=CC3=C1C=4C=CC=CC4
5497-76-7,Cl.O=C(OC(C)(C)C)C1NCCC1
5557-83-5,Cl.O=C(OCC=1C=CC=CC1)C(N)C
5558-66-7,O=C(O)C(C=1C=CC=CC1)(C=2C=CC=CC2)C
5614-37-9,O(C)C1CCCC1
5680-79-5,Cl.O=C(OC)CN
5680-80-8,Cl.O=C(OC)C(N)CO
5720-05-8,OB(O)C1=CC=C(C=C1)C
5720-06-9,OB(O)C=1C=CC=CC1OC
5720-07-0,OB(O)C1=CC=C(OC)C=C1
5743-26-0,CC(=O)[O-].CC(=O)[O-].O.[Ca+2]
5794-24-1,C(C(C(=O)O)N)C(=O)N.O
5807-14-7,N1=C2NCCCN2CCC1
5824-40-8,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N
5875-25-2,O=C(N)C(Br)C
5891-21-4,O=C(C)CCCCl
5993-91-9,Cl.N=1C=2C=CC=CC2NC1CN
6018-89-9,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Ni+2]
6046-93-1,CC(=O)[O-].CC(=O)[O-].O.[Cu+2]
6066-82-6,O=C1N(O)C(=O)CC1
6089-09-4,O=C(O)CCC#C
6094-02-6,C=C(C)CCCC
6147-53-1,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Co+2]
6163-58-2,C=1C=CC(=C(C1)P(C=2C=CC=CC2C)C=3C=CC=CC3C)C
6192-52-5,O=S(=O)(O)C1=CC=C(C=C1)C.O
6213-94-1,O(C=C)[Si](C)(C)C
6224-91-5,C(#C[Si](C)(C)C)C
6231-18-1,N=1C(OC)=CC=CC1OC
6276-54-6,Cl.ClCCCN
6303-21-5,O=[PH2]O
6306-52-1,Cl.O=C(OC)C(N)C(C)C
6326-79-0,C1=CC2=C(C=C1Br)NC(=O)C2=O
6341-92-0,C1=CC2=C(C=C1Cl)NC(=O)C2=O
6344-05-4,C1=CC2=C(C(=C1)Cl)C(=O)C(=O)N2
6381-59-5,C(C(C(=O)[O-])O)(C(=O)[O-])O.O.O.O.O.[Na+].[K+]
6427-66-3,[N-]=[N+]=NC1=CC=C(C=C1)C(=O)O
6443-90-9,C1=CC=NC=C1.ClI
6457-49-4,OCC1CCNCC1
6530-09-2,Cl.NC1CN2CCC1CC2
6531-35-7,O=C1C=2C=CC=CC2C(=O)C=3C=C(C(=CC13)C)C
6609-56-9,N#CC=1C=CC=CC1OC
6630-33-7,O=CC=1C=CC=CC1Br
6638-79-5,Cl.O(NC)C
6674-22-2,N1=C2N(CCC1)CCCCC2
6781-42-6,O=C(C1=CC=CC(=C1)C(=O)C)C
6783-05-7,B(C=CC1=CC=CC=C1)(O)O
6859-99-0,OC1CNCCC1
6876-37-5,Br.NC
6914-79-0,N#CC1(C(=O)O)CC1
6920-22-5,OCC(O)CCCC
6964-21-2,O=C(O)CC1=CSC=C1
6968-11-2,O=C(OCC=1C=CC=CC1)NC(C(=O)O)CSSCC(NC(=O)OCC=2C=CC=CC2)C(=O)O
6971-51-3,OCC=1C=CC=C(OC)C1
6976-37-0,OCCN(CCO)C(CO)(CO)CO
6976-93-8,O=C(OCCOC)C(=C)C
7051-34-5,BrCC1CC1
7080-50-4,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.O.O.O.[Na+]
7085-55-4,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(OCCO)=CC(O)=C14)C=5C=CC(OCCO)=C(OCCO)C5
7087-68-5,N(CC)(C(C)C)C(C)C
7143-01-3,O=S(=O)(OS(=O)(=O)C)C
7152-42-3,S1C=2C=CC=CC2N(C=3C=CC=CC3)C=4C=CC=CC14
7226-23-5,O=C1N(C)CCCN1C
7311-34-4,O=CC=1C=C(OC)C=C(OC)C1
7379-35-3,Cl.ClC=1C=CN=CC1
7389-87-9,Cl.O=C(OC)C(N)CC1=CN=CN1
7425-63-0,COC(=O)C(=O)CBr
7433-78-5,C(=CCCCC)CCCC
7439-89-6,[Fe]
7439-95-4,[Mg]
7439-96-5,[Mn]
7440-02-0,[Ni]
7440-05-3,[Pd]
7440-16-6,[Rh]
7440-22-4,[Ag]
7440-44-0,[C]
7440-50-8,[Cu]
7440-66-6,[Zn]
7446-08-4,O=[Se]=O
7446-70-0,[Al](Cl)(Cl)Cl
7447-39-4,Cl[Cu]Cl
7447-40-7,[Cl-].[K+]
7447-41-8,[Li+].[Cl-]
7462-74-0,CC(C)(C(=O)N)Br
7463-31-2,O=C(NC1=CC=CC(=C1)C(=O)C)C
7468-67-9,C1=CC=C(C(=C1)C=O)C#N
7473-45-2,OCC1OC(OC)C(O)C1O
7477-63-6,C1=CC2=C(C(=C1)Cl)NC(=O)C2=O
7486-35-3,CCCC[Sn](CCCC)(CCCC)C=C
7487-88-9,[O-]S(=O)(=O)[O-].[Mg+2]
7517-19-3,Cl.O=C(OC)C(N)CC(C)C
7524-50-7,Cl.O=C(OC)C(N)CC=1C=CC=CC1
7524-52-9,Cl.O=C(OC)C(N)CC1=CNC=2C=CC=CC21
7529-22-8,O=N1(C)CCOCC1
7536-58-5,O=C(OC(C)(C)C)NC(C(=O)O)CC(=O)OCC=1C=CC=CC1
7550-35-8,[Li+].[Br-]
7550-45-0,Cl[Ti](Cl)(Cl)Cl
7553-56-2,II
7558-80-7,OP(=O)(O)[O-].[Na+]
7568-93-6,OC(C=1C=CC=CC1)CN
7601-54-9,[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+]
7631-86-9,O=[Si]=O
7631-90-5,OS(=O)[O-].[Na+]
7632-00-0,N(=O)[O-].[Na+]
7646-69-7,[H-].[Na+]
7646-78-8,Cl[Sn](Cl)(Cl)Cl
7646-79-9,[Cl-].[Cl-].[Co+2]
7646-85-7,Cl[Zn]Cl
7646-93-7,OS(=O)(=O)[O-].[K+]
7647-01-0,Cl
7647-10-1,Cl[Pd]Cl
7647-14-5,[Na+].[Cl-]
7647-15-6,[Na+].[Br-]
7647-17-8,[Cl-].[Cs+]
7664-38-2,O=P(O)(O)O
7664-41-7,N
7664-93-9,O=S(=O)(O)O
7677-24-9,N#C[Si](C)(C)C
